articleID:ID(Article)	title
19802	A Scalable SIEM Correlation Engine and Its Application to the Olympic Games IT Infrastructure.
19803	A Study on the Influence of Semantics on the Analysis of Micro-blog Tags in the Medical Domain.
19804	The Big Four - What We Did Wrong in Advanced Persistent Threat Detection?
19805	A Bootstrapping Approach for Developing a Cyber-security Ontology Using Textbook Index Terms.
19806	Shared Crowds - A Token-Ring Approach to Hide the Receiver.
19807	Dynamic Certification of Cloud Services.
19808	Estimating Software Vulnerabilities - A Case Study Based on the Misclassification of Bugs in MySQL Server.
19809	Proxy Service for Multi-tenant Database Access.
19810	Model-Based Generation of Synthetic Disk Images for Digital Forensic Tool Testing.
19811	Packed Homomorphic Encryption Based on Ideal Lattices and Its Application to Biometrics.
19812	On the Prediction of Clusters for Adverse Reactions and Allergies on Antibiotics for Children to Improve Biomedical Decision Making.
19813	Counteract DNS Attacks on SIP Proxies Using Bloom Filters.
19814	Resource Pool Oriented Trust Management for Cloud Infrastructure.
19815	Electricity market optimization of heat pump portfolio.
19816	Distributed low-complexity controller for wind power plant in derated operation.
19817	Reduced-order LPV model of flexible wind turbines from high fidelity aeroelastic codes.
19818	Control of single-phase grid connected PV power plant for real as well as reactive power feeding.
19819	A modified dubins problem with partially restricted terminal conditions.
19820	Nonlinear predictive controller design for load frequency control in power system using quasi Newton optimization approach.
19821	Iterative learning control based on 2D system theory for singular linear continuous-time systems.
19822	Application of Sliding Mode Control for the speed control of DC motor drives.
19823	Super Twisting based step-by-step observer for a DC series motor - Experimental results.
19824	Online adaptive algorithm for scheduling PEV charging.
19825	Controllability of generalized extensible beam equation with impulses.
19826	On-line optimization of cone crushers using Extremum-Seeking Control.
19827	A semi-active robot for steep obstacle ascent.
19828	Dual ground target monitoring with unmanned aerial vehicles.
19829	Boost converter control using Smith Predictor technique to minimize the effect of Right Half Plane zero.
19830	Resource allocation and coalition formation for UAVs - A cooperative game approach.
19831	Modeling, parameter identification and model-based control of a lightweight robotic manipulator.
19832	Process history-based Fault Detection and Diagnosis for VAVAC systems.
19833	Vision based control of an autonomous blimp with actuator saturation using pulse-width modulation.
19834	Maximum Likelihood Estimation of diffusion and convection in tokamaks using infinite domains.
19835	Stability of the Nash equilibrium under gradient ascent learning algorithms in two-agent two-action games.
19836	Three-dimensional impact angle constrained MPSP guidance of air-to-air missiles.
19837	Sliding mode control based power balancing for grid connected PV system.
19838	Stabilization of stiff formations with a mix of direction and distance constraints.
19839	Actuator fault detection and isolation for diesel engines.
19840	Adaptive control of functional electrical stimulation for upper limb stroke rehabilitation.
19841	Individualized empirical models of carbohydrate and insulin effects on T1DM blood glucose dynamics.
19842	Control of shape memory alloy actuated gripper using Sliding Mode Control.
19843	Dynamics of Compound TCP with small buffer Drop-Tail queues.
19844	Underwater vehicle near real time state estimation.
19845	LMI synthesis of a switched estimator for the paper path and heat flow in an industrial printer.
19846	A two-compartment fractional derivative model for Propofol diffusion in anesthesia.
19847	A double velocity feedback controller design for high speed atomic force microscopy.
19848	An LMI based PID controller for load frequency control in power system.
19849	Synthetic jet actuator based adaptive neural network control of nonlinear fixed pitch wind turbine blades.
19850	Nearest neighbour based algorithm for data reduction and fault diagnosis.
19851	Energy harvesting dynamic vibration absorber under random vibration.
19852	Control systems virtual labs - Pedagogical and technological perspectives.
19853	Penalty adaptive model predictive control (PAMPC) of constrained, underdamped, non-collocated mechatronic systems.
19854	Quaternion error free estimation of reentry ballistic targets.
19855	Effect of backlash on web tension in roll-to-roll manufacturing systems - Mathematical model, mitigation method and experimental evaluation.
19856	Stochastic tracking controller for maximum power point tracking in wind energy conversion system.
19857	A convex optimisation based approach to PI-controller tuning for time invariant integrator and low order lag plus delay plants.
19858	Energetic optimization of automotive thermal systems using mixed-integer programming and model predictive control.
19859	Predictive path-following control - Concept and implementation for an industrial robot.
19860	Dynamic sliding mode control of MEMS gyroscope.
19861	Efficient implementation of the Riccati recursion for solving linear-quadratic control problems.
19862	Adaptive nonlinear systems identification via dynamic multilayer neural networks with two-time scales.
19863	Trajectory planning for monocular SLAM systems.
19864	On a perturbed phase-locked loop system - A simple physical model.
19865	Multi-intersection two-way traffic light control with blocking using infinitesimal perturbation analysis.
19866	Active reduction of vibrations in synchronous motors by use of an estimator.
19867	An inseparability metric to identify a small number of key variables for improved process monitoring.
19868	Successive difference method for steady state detection in univariate system.
19869	Comparison of various capacitor voltage regulation techniques for Shunt APF.
19870	Performance investigation of Shunt Active Power Filter with PI and fuzzy controllers.
19871	A pragmatic approach for performance assessment of advanced process control.
19872	Reduction of cross-coupling between X-Y axes of piezoelectric scanner stage of atomic force microscope for faster scanning.
19873	Explicit nonlinear model predictive control of the air path of a turbocharged spark-ignited engine.
19874	Design of PID controller based on reduced order model and Characteristic Ratio Assignment method.
19875	Path generation and integrated guidance and control of a micro air vehicle.
19876	Stabilization of a vision-based ball-on-sphere system.
19877	Sensitivity analysis of models for high consistency refining process.
19878	Mid-course control of particle size distribution in emulsion polymerization using a hybrid model.
19879	Optimal transition trajectory for waypoint following.
19880	Output-feedback sliding mode control for a linear multicompartment lung mechanics system.
19881	Online trajectory optimization for nonlinear systems by the concept of a model control loop - Applied to the reaction wheel pendulum.
19882	Sliding mode control of a buck converter for maximum power point tracking of a solar panel.
19883	A novel trajectory-based active fault-tolerant control - Application to a Wind Turbine system.
19884	Comparative study of different methods used to stabilize lateral-directional dynamics of a typical reusable launch vehicle.
19885	Picard&apos;s method to solve a system of biaffine equations and its application to pole placement.
19886	Economically optimal control of batch diafiltration processes.
19887	Emulation and control of slugging flows in a gas-lifted offshore oil production well through a lab-sized facility.
19888	Robust satellite formation flying using Dynamic Inversion with modified state observer.
19889	Minimization of distribution grid losses by consumption coordination.
19890	Control of integrating processes with dead-time using PID controllers with disturbance observer based smith predictor.
19891	An integral resonant controller approach to frequency locking an optical cavity.
19892	Capacitor voltage regulation in Shunt Active Power Filter using Sliding mode controller.
19893	Online wavelet based control algorithm for Shunt Active Power Filter operation.
19894	Balancing of a spherical inverted pendulum with an omni-directional mobile robot.
19895	Base excited hybrid energy harvesting.
19896	RISE control for 2DOF human lower limb with antagonistic bi-articular muscles.
